dialogue_id,speaker,transaction_number,transaction_type,move_number,move_type,position_in_dialogue,position_in_transaction,duration,text,h,normalised_h,length,tokens_h,tokens,xu_h
q6nc3,g,2,normal,11,align,18,1,0.3944999999999972,okay,7.451401747763157,3.7257008738815784,2,"[-7.408101558685303, -0.043300189077854156]","['ok', 'ay']",0.6255931005301625
q6nc3,g,2,normal,12,instruct,19,2,0.6232999999999969,go down,14.363539934158325,7.181769967079163,2,"[-10.414112091064453, -3.949427843093872]","['go', 'Ġdown']",1.2059115568015573
q6nc3,f,2,normal,8,check,20,3,1.1707000000000036,down towards missionary camp,35.108017444610596,8.777004361152649,4,"[-11.321547508239746, -5.893537998199463, -16.712881088256836, -1.1800508499145508]","['down', 'Ġtowards', 'Ġmissionary', 'Ġcamp']",2.029991036930995
q6nc3,g,2,normal,13,reply_y,21,4,0.1773000000000024,aye,14.145014762878418,14.145014762878418,1,[-14.145014762878418],['aye'],1.7659177071995642
q6nc3,g,2,normal,14,clarify,22,5,0.9149999999999991,just right down uh-huh,30.909023502186756,4.41557478602668,7,"[-7.804062366485596, -7.91592264175415, -4.189334869384766, -10.898540496826172, -0.09944910556077957, -0.001688568969257176, -2.545320603530854e-05]","['just', 'Ġright', 'Ġdown', 'Ġuh', '-', 'h', 'uh']",0.9746044118923378
q6nc3,f,2,normal,9,ready,23,6,0.2564999999999955,right,7.482367992401123,7.482367992401123,1,[-7.482367992401123],['right'],0.9341274188161814
q6nc3,f,2,normal,10,explain,24,7,1.1123000000000047,i'm i've stopped right above it,44.07176446914673,5.508970558643341,8,"[-5.774200439453125, -2.408830165863037, -7.244938373565674, -2.3736977577209473, -8.866597175598145, -6.40846586227417, -5.69531774520874, -5.299716949462891]","['i', ""'m"", 'Ġi', ""'ve"", 'Ġstopped', 'Ġright', 'Ġabove', 'Ġit']",1.2084996357487188
q6nc3,g,2,normal,15,ready,25,8,0.5460999999999956,then,9.845247268676758,9.845247268676758,1,[-9.845247268676758],['then'],1.2291182989176688
q6nc3,g,2,normal,16,query_w,26,9,0.4363999999999989,you've what,22.370970726013184,7.4569902420043945,3,"[-6.475465774536133, -2.270073890686035, -13.625431060791016]","['you', ""'ve"", 'Ġwhat']",1.4976850592750262
q6nc3,f,2,normal,11,reply_w,27,10,1.3734000000000035,i'm right above the missionary camp,27.690706834197044,3.9558152620281493,7,"[-5.559377193450928, -2.5013952255249023, -6.464631080627441, -2.6833648681640625, -0.7915282249450684, -9.446935653686523, -0.2434745877981186]","['i', ""'m"", 'Ġright', 'Ġabove', 'Ġthe', 'Ġmissionary', 'Ġcamp']",0.8731264204162398
q6nc3,g,3,review,17,instruct,28,1,3.230399999999996,just go right down to round down to the bottom of the r-- left-hand side of it,73.20788196130889,3.6603940980654444,20,"[-8.63836669921875, -4.023559093475342, -3.4106645584106445, -3.3743038177490234, -3.1865200996398926, -9.424174308776855, -10.992399215698242, -1.5523481369018555, -1.090828776359558, -2.045612096786499, -0.4255204498767853, -0.3094054162502289, -9.746131896972656, -2.3366777896881104, -7.480226993560791, -0.48886433243751526, -0.00013104482786729932, -0.49576514959335327, -0.4383073151111603, -3.748074769973755]","['just', 'Ġgo', 'Ġright', 'Ġdown', 'Ġto', 'Ġround', 'Ġdown', 'Ġto', 'Ġthe', 'Ġbottom', 'Ġof', 'Ġthe', 'Ġr', '--', 'Ġleft', '-', 'hand', 'Ġside', 'Ġof', 'Ġit']",0.8223819240684515
q6nc3,f,3,review,12,acknowledge,29,2,0.2332000000000036,right,9.076590538024902,9.076590538024902,1,[-9.076590538024902],['right'],1.1331562547508078
q6nc3,g,3,review,18,align,30,3,0.382799999999996,okay,8.944452094845474,4.472226047422737,2,"[-8.934578895568848, -0.00987319927662611]","['ok', 'ay']",0.7509442797440941
q6nc3,f,3,review,13,check,31,4,0.7367999999999952,so go round it,26.953466653823853,6.738366663455963,4,"[-8.351473808288574, -9.393656730651855, -3.5506794452667236, -5.657656669616699]","['so', 'Ġgo', 'Ġround', 'Ġit']",1.5584843492744753
q6nc3,g,3,review,19,reply_y,32,5,0.3875000000000029,uh-huh,9.14227462724375,2.2855686568109377,4,"[-8.956542015075684, -0.18437129259109497, -0.0013270954368636012, -3.4224140108563006e-05]","['uh', '-', 'h', 'uh']",0.5286181590785156
q6nc3,g,3,review,20,check,33,6,1.4097999999999966,round to the left uh the left yeah,53.93064147233963,6.741330184042454,8,"[-11.746369361877441, -6.034364223480225, -0.2666507363319397, -1.6206071376800537, -7.7870402336120605, -13.224203109741211, -4.4901123046875, -8.7612943649292]","['round', 'Ġto', 'Ġthe', 'Ġleft', 'Ġuh', 'Ġthe', 'Ġleft', 'Ġyeah']",1.4788416429445272
q6nc3,f,3,review,14,check,34,7,0.648299999999999,keep going down,17.170495629310608,5.723498543103536,3,"[-12.306378364562988, -1.599373459815979, -3.2647438049316406]","['keep', 'Ġgoing', 'Ġdown']",1.149525207436029
q6nc3,g,3,review,21,reply_y,35,8,0.2685000000000031,uh-huh,8.836920020316029,2.2092300050790072,4,"[-8.769229888916016, -0.06665733456611633, -0.000929095025639981, -0.00010370180825702846]","['uh', '-', 'h', 'uh']",0.5109621602421581
q6nc3,g,3,review,22,clarify,36,9,2.4855000000000094,just stop where you when you reach the missionary camp you know just about s--,83.01311988849193,5.1883199930307455,16,"[-8.102790832519531, -6.3874969482421875, -6.038399696350098, -0.5483848452568054, -15.981589317321777, -0.17605532705783844, -3.7326464653015137, -0.34669849276542664, -10.644965171813965, -0.5932149887084961, -4.765081405639648, -5.32222843170166, -5.206501007080078, -5.453012466430664, -9.709650039672852, -0.004404452629387379]","['just', 'Ġstop', 'Ġwhere', 'Ġyou', 'Ġwhen', 'Ġyou', 'Ġreach', 'Ġthe', 'Ġmissionary', 'Ġcamp', 'Ġyou', 'Ġknow', 'Ġjust', 'Ġabout', 'Ġs', '--']",1.1344468825039271
q6nc3,g,4,normal,23,ready,37,1,0.2730999999999994,then,9.43088436126709,9.43088436126709,1,[-9.43088436126709],['then'],1.1773876498043323
q6nc3,g,4,normal,24,instruct,38,2,2.5465000000000018,turn left all the way down all the way along,47.466391074704006,4.746639107470401,10,"[-12.2199068069458, -4.101462364196777, -12.156476974487305, -0.6061459183692932, -0.013127039186656475, -2.7279951572418213, -10.802902221679688, -0.12380361557006836, -0.002963997656479478, -4.711606979370117]","['turn', 'Ġleft', 'Ġall', 'Ġthe', 'Ġway', 'Ġdown', 'Ġall', 'Ġthe', 'Ġway', 'Ġalong']",1.0186493722590149
q6nc3,f,4,normal,15,query_yn,39,3,0.8581999999999965,to the banana tree,19.94267199933529,4.985667999833822,4,"[-8.059632301330566, -1.7205694913864136, -10.036351203918457, -0.126119002699852]","['to', 'Ġthe', 'Ġbanana', 'Ġtree']",1.1531111226937123
q6nc3,g,4,normal,25,reply_y,40,4,0.4504999999999981,yeah,7.335891246795654,7.335891246795654,1,[-7.335891246795654],['yeah'],0.9158407020404242
q6nc3,g,4,normal,26,explain,41,5,1.3515000000000017,i think that must be the gorillas,36.694295389577746,4.586786923697218,8,"[-5.951716423034668, -5.26218318939209, -3.1987967491149902, -9.740500450134277, -0.4440942108631134, -2.1839942932128906, -9.902995109558105, -0.010014964267611504]","['i', 'Ġthink', 'Ġthat', 'Ġmust', 'Ġbe', 'Ġthe', 'Ġgor', 'illas']",1.0062007533963198
q6nc3,f,4,normal,16,explain,42,6,1.5228999999999928,i've got a thing that says banana tree,30.36712494492531,3.37412499388059,9,"[-5.874934196472168, -1.512113094329834, -0.7511062026023865, -1.439786672592163, -8.902185440063477, -3.664336919784546, -2.7709157466888428, -5.160140037536621, -0.2916066348552704]","['i', ""'ve"", 'Ġgot', 'Ġa', 'Ġthing', 'Ġthat', 'Ġsays', 'Ġbanana', 'Ġtree']",0.7022157375998048
q6nc3,g,4,normal,27,explain,43,7,1.3863999999999947,banana tree i've not got that at all,36.696172155439854,3.6696172155439855,10,"[-12.051309585571289, -0.023635588586330414, -0.1420205533504486, -5.049793243408203, -1.2723947763442993, -7.689770221710205, -0.21798549592494965, -3.490360975265503, -6.197890758514404, -0.5610109567642212]","['ban', 'ana', 'Ġtree', 'Ġi', ""'ve"", 'Ġnot', 'Ġgot', 'Ġthat', 'Ġat', 'Ġall']",0.7875157955787487
q6nc3,f,4,normal,17,explain,44,8,2.7492999999999905,it's a tree with big leaves and it's got a bunch of bananas on it,75.13029928132892,4.4194293694899365,17,"[-8.679047584533691, -0.47252821922302246, -2.7000067234039307, -6.586950778961182, -5.887685775756836, -8.869672775268555, -5.457764625549316, -3.2140541076660156, -4.123387336730957, -0.2166108787059784, -5.606024742126465, -1.187792181968689, -8.246173858642578, -0.04978890344500542, -10.472311019897461, -2.9550788402557373, -0.4054209291934967]","['it', ""'s"", 'Ġa', 'Ġtree', 'Ġwith', 'Ġbig', 'Ġleaves', 'Ġand', 'Ġit', ""'s"", 'Ġgot', 'Ġa', 'Ġbunch', 'Ġof', 'Ġbananas', 'Ġon', 'Ġit']",0.9692850935592302
q6nc3,g,4,normal,28,ready,45,9,0.2262999999999948,well,9.800702095031738,9.800702095031738,1,[-9.800702095031738],['well'],1.223557109182013
q6nc3,g,4,normal,29,instruct,46,10,0.7282000000000011,just go left,18.09329652786255,6.03109884262085,3,"[-7.802376747131348, -4.2689032554626465, -6.022016525268555]","['just', 'Ġgo', 'Ġleft']",1.211304606076059
q6nc3,g,4,normal,30,align,47,11,0.3851999999999976,okay,8.390011028386652,4.195005514193326,2,"[-8.379586219787598, -0.010424808599054813]","['ok', 'ay']",0.7043953863185923
q6nc3,f,4,normal,18,reply_y,48,12,0.2611999999999881,right,7.591926574707031,7.591926574707031,1,[-7.591926574707031],['right'],0.947805130979298
q6nc3,f,4,normal,19,query_yn,49,13,1.093500000000006,so should i stop there,28.972737669944763,5.794547533988952,5,"[-7.651106357574463, -10.172809600830078, -1.420571208000183, -5.701390743255615, -4.026859760284424]","['so', 'Ġshould', 'Ġi', 'Ġstop', 'Ġthere']",1.180575536802094
q6nc3,f,4,normal,20,explain,50,14,1.7257000000000176,it's just underneath the rope bridge,27.161177137866616,3.8801681625523736,7,"[-7.924353122711182, -0.5772552490234375, -3.751648187637329, -6.9621429443359375, -0.5111039280891418, -7.40492057800293, -0.029753128066658974]","['it', ""'s"", 'Ġjust', 'Ġunderneath', 'Ġthe', 'Ġrope', 'Ġbridge']",0.8564296141183917
q6nc3,g,4,normal,31,acknowledge,51,15,1.2953999999999866,underneath the rope bridge,9.71153364283964,1.942306728567928,5,"[-8.65968132019043, -0.1700032651424408, -0.7777935266494751, -0.09747263044118881, -0.006582900416105986]","['under', 'neath', 'Ġthe', 'Ġrope', 'Ġbridge']",0.39572370323362904
q6nc3,f,4,normal,21,explain,52,16,3.141300000000001,you know it's it's about five centimetres down and slightly to the left of it,55.26343388017267,2.908601783166983,19,"[-6.596738338470459, -3.199035882949829, -4.821901798248291, -0.34910181164741516, -8.037145614624023, -0.14340999722480774, -4.4867024421691895, -5.527658462524414, -1.234243631362915, -0.0005916709778830409, -0.0018845583545044065, -2.263150453567505, -4.912331581115723, -6.686356544494629, -1.9561541080474854, -0.08347397297620773, -0.968101441860199, -0.9568995237350464, -3.0385520458221436]","['you', 'Ġknow', 'Ġit', ""'s"", 'Ġit', ""'s"", 'Ġabout', 'Ġfive', 'Ġcent', 'imet', 'res', 'Ġdown', 'Ġand', 'Ġslightly', 'Ġto', 'Ġthe', 'Ġleft', 'Ġof', 'Ġit']",0.6736287854555596
q6nc3,g,4,normal,32,check,53,17,0.7143000000000086,the rope bridge,10.000780181959271,3.333593393986424,3,"[-5.721341133117676, -4.261526584625244, -0.01791246421635151]","['the', 'Ġrope', 'Ġbridge']",0.66952924140201
q6nc3,f,4,normal,22,query_yn,54,18,0.7042000000000002,do you not have that,21.99428889155388,4.398857778310775,5,"[-7.060819149017334, -0.31845125555992126, -7.395687580108643, -0.4186335802078247, -6.800697326660156]","['do', 'Ġyou', 'Ġnot', 'Ġhave', 'Ġthat']",0.8962190494570568
q6nc3,g,4,normal,33,reply_y,55,19,0.919700000000006,yeah i've got a rope bridge,16.594414026476443,2.3706305752109205,7,"[-6.741751670837402, -1.8412717580795288, -2.288566827774048, -0.31942543387413025, -2.3229143619537354, -3.0680174827575684, -0.01246649120002985]","['yeah', 'Ġi', ""'ve"", 'Ġgot', 'Ġa', 'Ġrope', 'Ġbridge']",0.523244906841778
q6nc3,g,5,normal,34,instruct,56,1,1.3678999999999917,you're supposed to pass through well,36.81326267682016,5.259037525260022,7,"[-6.9245195388793945, -2.120065450668335, -7.377117156982422, -0.006690239533782005, -7.044871807098389, -2.4744837284088135, -10.865514755249023]","['you', ""'re"", 'Ġsupposed', 'Ġto', 'Ġpass', 'Ġthrough', 'Ġwell']",1.160773267988946
q6nc3,g,6,review,35,instruct,57,1,3.0042000000000115,supposed to start from the missionary camp go right down to the whatever,84.31975084543228,6.022839346102306,14,"[-14.2294921875, -2.8771536350250244, -7.734864711761475, -8.326175689697266, -5.571953296661377, -0.8080884218215942, -9.367118835449219, -0.5504426956176758, -10.03050422668457, -3.790742874145508, -3.223339080810547, -2.9735267162323, -0.6230725646018982, -14.213275909423828]","['supp', 'osed', 'Ġto', 'Ġstart', 'Ġfrom', 'Ġthe', 'Ġmissionary', 'Ġcamp', 'Ġgo', 'Ġright', 'Ġdown', 'Ġto', 'Ġthe', 'Ġwhatever']",1.3028832870424474
q6nc3,g,7,normal,36,instruct,58,1,2.3877999999999986,and go back right to the top to the rope bridge,50.53471068479121,4.594064607708291,11,"[-6.435414791107178, -5.479154109954834, -5.450010299682617, -7.356901168823242, -3.3365185260772705, -0.9990500807762146, -4.731459617614746, -7.978248119354248, -1.12468421459198, -7.622095584869385, -0.021174171939492226]","['and', 'Ġgo', 'Ġback', 'Ġright', 'Ġto', 'Ġthe', 'Ġtop', 'Ġto', 'Ġthe', 'Ġrope', 'Ġbridge']",1.0009762634941246
q6nc3,f,7,normal,23,check,59,2,1.4318000000000095,so i've got to go to the rope bridge,28.550196605734527,2.855019660573453,10,"[-8.871500015258789, -0.9565271735191345, -2.4966440200805664, -1.1898387670516968, -4.010500907897949, -0.9287829399108887, -3.9979240894317627, -0.5983660221099854, -5.485028266906738, -0.015084403567016125]","['so', 'Ġi', ""'ve"", 'Ġgot', 'Ġto', 'Ġgo', 'Ġto', 'Ġthe', 'Ġrope', 'Ġbridge']",0.6126996216024053
q6nc3,g,7,normal,37,reply_y,60,3,0.3804999999999977,yeah,7.382826328277588,7.382826328277588,1,[-7.382826328277588],['yeah'],0.9217002570049985
q6nc3,g,8,review,38,instruct,61,1,0.8847000000000094,have to cross it,26.93195867538452,6.73298966884613,4,"[-8.669334411621094, -8.047409057617188, -5.834810733795166, -4.380404472351074]","['have', 'Ġto', 'Ġcross', 'Ġit']",1.5572407301061977
q6nc3,f,9,review,24,ready,62,1,0.2332000000000107,right,6.742980003356934,6.742980003356934,1,[-6.742980003356934],['right'],0.8418193962207982
q6nc3,f,9,review,25,explain,63,2,1.0563999999999965,so i'm at the rope bridge,24.817334037274122,3.545333433896303,7,"[-8.282854080200195, -0.8498885631561279, -1.6839905977249146, -2.523340940475464, -0.5394863486289978, -10.906164169311523, -0.03160933777689934]","['so', 'Ġi', ""'m"", 'Ġat', 'Ġthe', 'Ġrope', 'Ġbridge']",0.7825249879674152
q6nc3,g,9,review,39,acknowledge,64,3,0.315100000000001,right,7.609797477722168,7.609797477722168,1,[-7.609797477722168],['right'],0.9500362028167694
q6nc3,f,9,review,26,explain,65,4,1.9750999999999976,i just went straight north from the banana tree,41.45159603655338,4.605732892950376,9,"[-5.871198654174805, -5.966474533081055, -3.8501665592193604, -5.331416606903076, -9.055760383605957, -2.727421522140503, -0.8159490823745728, -7.7240753173828125, -0.10913337767124176]","['i', 'Ġjust', 'Ġwent', 'Ġstraight', 'Ġnorth', 'Ġfrom', 'Ġthe', 'Ġbanana', 'Ġtree']",0.958535361457119
q6nc3,g,10,review,40,ready,66,1,0.3875000000000029,okay,7.451394807547331,3.7256974037736654,2,"[-7.408093452453613, -0.043301355093717575]","['ok', 'ay']",0.6255925178544078
q6nc3,g,10,review,41,instruct,67,2,2.4906000000000006,turn left just cross it turn to the left,57.749885857105255,6.4166539841228065,9,"[-12.50070571899414, -4.410187244415283, -6.867987632751465, -11.504021644592285, -5.014437198638916, -8.022998809814453, -7.0706634521484375, -1.6855868101119995, -0.6732973456382751]","['turn', 'Ġleft', 'Ġjust', 'Ġcross', 'Ġit', 'Ġturn', 'Ġto', 'Ġthe', 'Ġleft']",1.3354204181989429
q6nc3,f,10,review,27,check,68,3,0.5184999999999889,to the right,11.863310813903809,3.954436937967936,3,"[-8.082969665527344, -1.3494093418121338, -2.430931806564331]","['to', 'Ġthe', 'Ġright']",0.7942213852552834
q6nc3,g,10,review,42,clarify,69,4,0.4879000000000104,left,10.504090309143066,10.504090309143066,1,[-10.504090309143066],['left'],1.3113707822786616
q6nc3,f,10,review,28,explain,70,5,0.3024999999999949,right,7.687958717346191,7.687958717346191,1,[-7.687958717346191],['right'],0.9597941507144954
q6nc3,f,10,review,29,explain,71,6,1.1170000000000044,it'll be right to get across it,53.17441248893738,6.646801561117172,8,"[-8.278624534606934, -6.941636562347412, -0.6412432193756104, -7.312467575073242, -5.411891460418701, -10.632254600524902, -7.635764122009277, -6.320530414581299]","['it', ""'ll"", 'Ġbe', 'Ġright', 'Ġto', 'Ġget', 'Ġacross', 'Ġit']",1.4581049544549152
q6nc3,g,10,review,43,ready,72,7,0.4972000000000065,do well,21.178793907165527,10.589396953582764,2,"[-7.5774688720703125, -13.601325035095215]","['do', 'Ġwell']",1.7780959602467172
q6nc3,g,10,review,44,instruct,73,8,1.5334999999999752,you're supposed to be on the right-hand side of that,33.4318173618085,2.5716782586006537,13,"[-6.732231140136719, -2.3066229820251465, -7.202486991882324, -0.0024406041484326124, -2.0679330825805664, -4.264731407165527, -0.8260589241981506, -2.3616631031036377, -0.5108136534690857, -0.00020120567933190614, -0.028552938252687454, -0.06872940808534622, -7.059351921081543]","['you', ""'re"", 'Ġsupposed', 'Ġto', 'Ġbe', 'Ġon', 'Ġthe', 'Ġright', '-', 'hand', 'Ġside', 'Ġof', 'Ġthat']",0.5506607692827451
q6nc3,f,10,review,30,ready,74,9,0.0716999999999927,well,9.379135131835938,9.379135131835938,1,[-9.379135131835938],['well'],1.1709270782094388
q6nc3,f,10,review,31,explain,75,10,2.391300000000001,i'm on the left-hand side i would've had to just cross the river,54.046312648802996,3.179194861694294,17,"[-5.730500221252441, -2.4636342525482178, -4.589611053466797, -0.3736242651939392, -1.1021583080291748, -0.5302714109420776, -0.001881638541817665, -0.022209474816918373, -7.1129045486450195, -8.26944637298584, -3.228957176208496, -4.892243385314941, -0.2539067566394806, -6.594531536102295, -4.5961174964904785, -1.482122540473938, -2.802192211151123]","['i', ""'m"", 'Ġon', 'Ġthe', 'Ġleft', '-', 'hand', 'Ġside', 'Ġi', 'Ġwould', ""'ve"", 'Ġhad', 'Ġto', 'Ġjust', 'Ġcross', 'Ġthe', 'Ġriver']",0.6972724149036532
q6nc3,g,10,review,45,explain,76,11,2.4649,i think you must have different things on your map okay never mind,70.99348840862513,5.46103756989424,13,"[-5.982439994812012, -5.145038604736328, -2.7561659812927246, -8.066893577575684, -1.4257699251174927, -12.458048820495605, -5.700736045837402, -3.5437324047088623, -1.0579577684402466, -0.5123314261436462, -9.966320037841797, -14.273002624511719, -0.1050511971116066]","['i', 'Ġthink', 'Ġyou', 'Ġmust', 'Ġhave', 'Ġdifferent', 'Ġthings', 'Ġon', 'Ġyour', 'Ġmap', 'Ġokay', 'Ġnever', 'Ġmind']",1.1693450140050778
q6nc3,g,10,review,46,align,77,12,1.5870999999999924,you're on the right-hand side of it yeah are you on the,36.756785850273445,2.4504523900182296,15,"[-7.039548397064209, -1.9437990188598633, -3.3874902725219727, -0.36426347494125366, -1.7832741737365723, -0.23206208646297455, -0.0025868781376630068, -0.0250161774456501, -0.40484583377838135, -4.156885623931885, -5.228065013885498, -9.897671699523926, -0.20433905720710754, -1.8813605308532715, -0.20557761192321777]","['you', ""'re"", 'Ġon', 'Ġthe', 'Ġright', '-', 'hand', 'Ġside', 'Ġof', 'Ġit', 'Ġyeah', 'Ġare', 'Ġyou', 'Ġon', 'Ġthe']",0.5677617240398316
q6nc3,f,10,review,32,clarify,78,13,3.152199999999965,i'm on the left-hand side of it and i'll need to go r-- r-- right to cross it,72.67668155254796,3.0281950646894984,24,"[-6.062479019165039, -2.1624293327331543, -1.6482828855514526, -0.15955571830272675, -1.1018041372299194, -0.19239772856235504, -0.0007570409215986729, -0.0279395654797554, -0.4045996367931366, -1.3959280252456665, -6.259695053100586, -1.2813116312026978, -6.459019660949707, -6.926748275756836, -0.37657320499420166, -1.4936304092407227, -11.335868835449219, -0.19232697784900665, -5.2855048179626465, -0.02810857631266117, -4.06323766708374, -3.8893041610717773, -9.21628189086914, -2.712897300720215]","['i', ""'m"", 'Ġon', 'Ġthe', 'Ġleft', '-', 'hand', 'Ġside', 'Ġof', 'Ġit', 'Ġand', 'Ġi', ""'ll"", 'Ġneed', 'Ġto', 'Ġgo', 'Ġr', '--', 'Ġr', '--', 'Ġright', 'Ġto', 'Ġcross', 'Ġit']",0.6995774525690971
q6nc3,g,10,review,47,instruct,79,14,2.2125000000000057,yeah you have to cro-- you have to go to the right-hand side of it,57.09572006203234,3.1719844478906856,18,"[-7.924932956695557, -5.045948505401611, -4.649502277374268, -1.279050588607788, -15.88569450378418, -1.7671927213668823, -3.5711851119995117, -2.161550521850586, -0.07650052011013031, -1.5018749237060547, -4.170382499694824, -0.445555716753006, -3.2117836475372314, -2.289107084274292, -0.00513913668692112, -0.23255223035812378, -0.2858894169330597, -2.5918776988983154]","['yeah', 'Ġyou', 'Ġhave', 'Ġto', 'Ġcro', '--', 'Ġyou', 'Ġhave', 'Ġto', 'Ġgo', 'Ġto', 'Ġthe', 'Ġright', '-', 'hand', 'Ġside', 'Ġof', 'Ġit']",0.6990004653231249
q6nc3,f,10,review,33,ready,80,15,0.2473999999999989,right,8.153443336486816,8.153443336486816,1,[-8.153443336486816],['right'],1.0179070297145736
